Country,IFF,VoiceAcct,PoliStabNoViolence,GovtEffect,RegQua,RuleofLaw,ContofCorrup,undp_hdi,hdi_life_exp,hdi_educ,hdi_income,vulnerable_employment,aid_percentage_gni,pop,gdppc,urban,lifeexp,Year
Samoa,16,0.349973142,0.99924016,0.023713708,-0.355457723,0.737992704,0.141266376,0.702,0.767,0.63,0.65,46.33,3.03,187820,5679,87,73,3
Saudi Arabia,13141,-1.865640283,-0.480688244,0.031393375,0.099087514,0.144349769,-0.045678299,0.836,0.767,0.63,0.65,46.33,3.03,27362214,24033,84,75,3
Senegal,738,-0.004189135,-0.108322032,-0.477523863,-0.109142281,-0.281967074,-0.258422732,0.487,0.699,0.33,0.499,68.42,6.197049,13401990,2788.671,44.603,65.448,3
Seychelles,95,0.050829589,0.744266331,0.667528868,-0.13128005,0.058190312,0.579943299,0.782,0.767,0.63,0.65,46.33,3.03,86000,15736,56,74,3
Sierra Leone,81.6,-0.320652544,-0.279945284,-1.226806164,-0.710573137,-0.867620051,-0.957400441,0.421,0.477,0.364,0.429,87.34,11.20658,6712586,1654.412,39.642,51.018,3
Solomon Islands,9,-0.028549533,0.187316343,-0.813548028,-1.044333339,-0.528098583,-0.357465267,0.515,0.767,0.63,0.65,46.33,3.03,515870,1902,18,71,3
South Africa,9569,0.58215332,-0.0253867,0.171206728,0.398661673,0.084444158,-0.184170604,0.675,0.616,0.685,0.728,10.09,0.2764276,52832659,12743.94,63.272,60.06,3
Sri Lanka,1786,-0.575279295,-0.717079222,-0.196667314,-0.125741094,-0.114084356,-0.241880506,0.766,0.858,0.744,0.704,40.74,0.7302675,20425000,10712.4,18.196,75.796,3
Suriname,152,0.340863466,0.079325452,-0.013142894,-0.476160944,-0.06157472,-0.340788126,0.72,0.767,0.63,0.65,46.33,3.03,524000,13043,71,71,3
Tanzania,723,-0.176013678,0.051454291,-0.702938914,-0.410142124,-0.537633419,-0.764619529,0.496,0.623,0.426,0.46,85.27,7.222322,47053033,2128.529,29.493,60.47,3
Thailand,28778,-0.321141154,-1.216630697,0.139575377,0.137224212,-0.172369108,-0.397404075,0.737,0.846,0.626,0.754,55.97,-0.034631,67835969,15424.54,45.445,74.992,3
Timor-Leste,15,0.096344516,-0.284831136,-1.195800066,-1.023702502,-1.143766642,-0.743892968,0.639,0.734,0.508,0.699,68.34,6.587843,1133002,3172.279,28.428,67.72,3
Togo,748,-0.995809436,-0.386457771,-1.303533673,-0.855400681,-0.948060036,-1.007718325,0.483,0.767,0.63,0.65,46.33,3.03,6191155,1438,39,55,3
Tonga,11,0.336211622,0.894514441,-0.386516184,-0.645014048,-0.023023434,-0.298795193,0.717,0.767,0.63,0.65,46.33,3.03,104000,4200,24,73,3
Trinidad and Tobago,1604,0.501116395,0.104277603,0.481429756,0.245129809,-0.166715115,-0.182379499,0.78,0.806,0.701,0.841,15.87,0,1344814,28798.5,53.671,72.382,3
Tunisia,4827,-0.171652228,-0.721316934,-0.043859743,-0.242597431,-0.163849369,-0.033657957,0.72,0.852,0.633,0.692,21.62,2.369352,10846993,10123.43,67.218,75.376,3
Turkey,23940,0.58215332,-0.0253867,0.171206728,0.398661673,0.084444158,-0.184170604,0.765,0.852,0.643,0.818,32.08,0.3560964,74651046,22610.68,71.974,75.373,3
Uganda,282,-0.493546128,-0.86896652,-0.601154864,-0.262373745,-0.35627982,-1.001575112,0.507,0.6,0.483,0.449,76.21,6.14499,34558700,1983.88,20.424,59.017,3
Ukraine,6198,-0.279543012,-0.092274904,-0.593322158,-0.554683208,-0.817339003,-1.117539167,0.764,0.776,0.791,0.727,17.72,0.4467517,45593342,12527.47,68.782,70.9441,3
United Arab Emirates,15813,-1.000819206,0.863251448,1.142496109,0.670992136,0.534359634,1.155736208,0.836,0.767,0.63,0.65,46.33,3.03,8264070,43743,85,76,3
Uruguay,868,1.06096673,0.709167778,0.410195321,0.599089086,0.614688694,1.378116846,0.793,0.877,0.727,0.783,22.41,0.0366149,3378975,20885.11,94.739,77.004,3
Uzbekistan,574.5,-2.033548832,-0.518739343,-0.913655996,-1.579983473,-1.299275875,-1.310680032,0.675,0.767,0.63,0.65,46.33,3.03,27865738,2106,51,71,3
Vanuatu,20,0.395672679,1.201700807,-0.18976222,-0.744923711,0.335755438,0.344245106,0.594,0.767,0.63,0.65,46.33,3.03,215000,2909,24,71,3
Venezuela,3389,-0.284627557,-1.148130894,-0.699347138,-0.60924989,-0.663967431,-0.647685707,0.772,0.816,0.708,0.796,31.91,0.0136823,29360827,17998.3,88.123,73.037,3
VietNam,2523,-1.420068979,0.267358661,-0.259284467,-0.676629722,-0.554923773,-0.532105982,0.676,0.846,0.608,0.602,62.52,2.750105,89801926,5574.494,31.752,74.958,3
Yemen,474,-0.284627557,-1.148130894,-0.699347138,-0.60924989,-0.663967431,-0.647685707,0.504,0.706,0.335,0.541,42.56,2.104003,24473176,3861.117,32.958,65.92,3
Zambia,182,-0.132826567,0.660962522,-0.51138109,-0.444079787,-0.360225439,-0.291441262,0.549,0.592,0.529,0.53,79.24001,3.817705,14465148,3339.27,40.354,58.502,3
Zimbabwe,113,-1.471968174,-0.778662026,-1.37521708,-1.871890545,-1.630184054,-1.381803393,0.525,0.539,0.549,0.491,65.5,6.721506,13115149,3170.727,32.834,55.032,3
Afghanistan,14.16666667,-1.240068436,-2.519349098,-1.400745392,-1.1930902,-1.609111547,-1.445908427,0.479,0.772,0.615,0.655,45.87,25.5,28803167,2000,25,60,4
Albania,674,0.048892591,0.091929786,-0.323595732,0.254160255,-0.518606007,-0.750955939,0.782,0.885,0.749,0.721,57.78,2.077326,2895092,11361.29,55.387,77.554,4
Algeria,7117,-0.893353224,-1.202371478,-0.428817511,-1.138440609,-0.693158984,-0.472622782,0.729,0.856,0.639,0.708,26.93,0.0991191,38140135,11319.1,69.576,75.661,4
Angola,1807,-1.113843679,-0.391233474,-1.246629715,-1.041670442,-1.290795803,-1.336874723,0.555,0.585,0.447,0.652,69,0.2251719,26015786,8140.526,62.002,58.054,4
Antigua and Barbuda,28,0.618955672,0.958863378,0.486867696,0.601454556,0.831776917,1.253548503,0.781,0.772,0.615,0.655,45.87,3.4,86754,16863,26,74,4
Argentina,6482,0.27698788,0.065314263,-0.253652781,-0.928134799,-0.656233191,-0.434015781,0.835,0.858,0.822,0.827,19.69,0.0064451,42202935,24424.14,91.249,75.756,4
Armenia,205,-0.588030815,0.110385142,0.085326582,0.235182688,-0.340971231,-0.530450225,0.762,0.832,0.743,0.715,42.34,2.375124,2897593,10691.28,63.164,74.056,4
Aruba,103,1.278059244,1.312226295,1.221145153,-1.216394186,1.292504787,1.1194067,0.79,0.772,0.615,0.655,45.87,3.4,101484,26647,43,81,4
Azerbaijan,1590,-1.402769327,-0.412859917,-0.444532543,-0.425340503,-0.756104469,-0.970375061,0.758,0.772,0.615,0.655,45.87,3.4,8536700,17100,54,72,4
Bahrain,867,-1.317464471,-1.335417747,0.584795833,0.602282524,0.32640186,0.42616269,0.824,0.772,0.615,0.655,45.87,3.4,1234571,24606,89,76,4
Bangladesh,3938,-0.405386388,-1.627858877,-0.795478344,-0.923936903,-0.871759772,-0.893825352,0.579,0.784,0.457,0.542,60.39,1.62513,152761413,3349.025,32.762,70.93,4
Barbados,110,1.137358308,1.26692915,1.350997925,0.45251441,1.039596438,1.61204195,0.793,0.772,0.615,0.655,45.87,3.4,273925,15726,13,74,4
Belarus,2038,-1.544428706,0.005959166,-0.95636642,-1.159445167,-0.881984413,-0.40493837,0.798,0.772,0.615,0.655,45.87,3.4,9469200,15761,79,72,4
Belize,53,0.711436152,0.176189259,-0.146239355,-0.447350562,-0.451345652,0.020445321,0.706,0.772,0.615,0.655,45.87,3.4,304106,8497,53,74,4
Benin,264,0.155496389,0.301189363,-0.511948347,-0.415549964,-0.567833364,-0.745442808,0.522,0.617,0.454,0.507,88.51,5.30331,10004594,2876.904,44.642,60.092,4
Bhutan,6.75,-0.158783659,0.784624875,0.4281376,-1.086755395,0.317648262,0.912419856,0.604,0.772,0.615,0.655,45.87,3.4,708427,7469,38,69,4
Bolivia,1210,-0.068993047,-0.328593433,-0.379845023,-0.78638947,-1.05081141,-0.587771356,0.684,0.761,0.656,0.64,54.59,2.442649,10542375,7444.491,67.699,69.468,4
Bosnia and Herzegovina,1017,-0.116462924,-0.404944122,-0.427030027,-0.074898683,-0.139309406,-0.244402736,0.755,0.87,0.683,0.724,20.33,2.829457,3542598,11725.25,46.519,76.569,4
Botswana,115,0.489367247,1.102347016,0.377902538,0.635518551,0.49451527,0.893463314,0.701,0.692,0.649,0.768,23.81,0.7534117,2062551,16786.1,65.572,64.976,4
Brazil,27372,0.417426258,-0.258553296,-0.126656055,0.146290123,-0.091847032,-0.097699746,0.753,0.838,0.668,0.763,26.02,0.0473962,201035904,15805.22,85.209,74.483,4
Brunei Darussalam,482,-0.505072594,1.074022293,0.864929259,1.098578215,0.589224994,0.639075041,0.852,0.772,0.615,0.655,45.87,3.4,393162,18700,78,76,4
Bulgaria,4740,0.337270796,0.170710385,-0.015521661,0.549109817,-0.147228062,-0.327604949,0.801,0.835,0.785,0.783,8.22,0,7265115,18296.15,73.313,74.861,4
Burkina Faso,181,-0.255426079,-0.763390124,-0.669020593,-0.197507471,-0.526613951,-0.525301456,0.41,0.599,0.261,0.441,88.02,7.989475,17072791,1883.797,26.346,58.937,4
Burundi,31,-0.953051269,-1.350277543,-1.071575284,-0.900794625,-1.076438308,-1.426113844,0.432,0.602,0.408,0.328,83.52,22.77754,9540302,877.2729,11.482,59.148,4
Cambodia,1189,-0.980927289,-0.136436149,-0.909453154,-0.352435142,-1.007445931,-1.063721895,0.559,0.737,0.46,0.517,60.42,5.545043,15026330,3191.862,21.415,67.888,4
Cameroon,1179,-1.036896467,-0.532237291,-0.922704458,-0.959768236,-1.058035612,-1.21758461,0.534,0.563,0.517,0.524,75.17,2.369289,22077300,3262.763,53.373,56.576,4
Central African Republic,8,-1.474687338,-2.154896736,-1.630319953,-1.169390798,-1.808942914,-1.096233726,0.352,0.772,0.615,0.655,45.87,3.4,4546100,587,41,51,4
Chile,7470,1.106285453,0.36374253,1.164644718,1.48287189,1.255251408,1.498959064,0.826,0.913,0.758,0.815,21.16,0.0304801,17571511,24006.81,87.246,79.349,4
China,265402,-1.631408572,-0.543789923,-0.019736055,-0.331608176,-0.525990129,-0.355789781,0.719,0.772,0.615,0.655,45.87,3.4,1338612968,7259,53,75,4
Colombia,5488,-0.081278838,-1.291971803,0.055446789,0.339824229,-0.387949467,-0.441052586,0.742,0.863,0.644,0.736,47.66,0.2325672,46495492,13390.49,79.061,76.105,4
Comoros,8,-0.460561067,-0.256929189,-1.609443426,-1.216394186,-0.954957306,-0.731784344,0.498,0.772,0.615,0.655,45.87,3.4,752438,1078,28,61,4
Costa Rica,2398,1.078483462,0.677918017,0.456286848,0.747273743,0.563845575,0.577552676,0.788,0.911,0.694,0.772,22.24,0.0668515,4742111,18233.02,74.97,79.234,4
Croatia,3142,0.513741314,0.64266789,0.679197311,0.369632989,0.178020224,0.107682623,0.83,0.885,0.785,0.822,13.69,0,4255689,23766.98,55.706,77.1268,4
Djibouti,33,-1.471034884,-0.102187522,-0.980983675,-0.543590784,-0.774326742,-0.549865782,0.466,0.772,0.615,0.655,45.87,3.4,818159,3055,79,62,4
Dominica,14.333,0.966706514,1.119856238,0.792220891,0.287560463,0.720964015,0.692934036,0.724,0.772,0.615,0.655,45.87,3.4,73746,7223,17,75,4
Dominican Republic,1797,0.115369521,0.207428694,-0.491729438,-0.021130007,-0.535113275,-0.911615849,0.718,0.812,0.619,0.736,40.73,0.2460434,10048226,13702.32,76.749,72.763,4
Ecuador,2529,-0.252721816,-0.178656712,-0.446686625,-0.83761102,-0.870148361,-0.502528191,0.754,0.857,0.697,0.719,41.74,0.1605225,15707473,11818.59,63.125,75.707,4
Egypt,5155,0.600703418,-0.046294536,0.308263749,0.380482465,0.13549374,-0.137831539,0.683,0.784,0.583,0.696,26.3,1.961554,88404652,10290.19,42.893,70.928,4
El Salvador,1083,-0.013092079,-0.033658903,-0.126089633,0.227205575,-0.636897326,-0.349038988,0.67,0.799,0.576,0.653,37.62,0.8053991,6266076,7892.437,68.036,71.935,4
Ethiopia,500,-1.313026309,-1.407307386,-0.618144035,-1.135668755,-0.649538219,-0.501512408,0.447,0.676,0.32,0.413,87.69,8.172956,95385793,1545.178,18.575,63.961,4
Fiji,290,-0.909593225,-0.051027689,-1.030317187,-0.525646508,-0.72579509,0.195707113,0.625,0.772,0.615,0.655,45.87,3.4,837271,5900,54,69,4
Gabon,451,-0.863369942,0.330102742,-0.869095206,-0.614103138,-0.522406638,-0.634198666,0.674,0.772,0.615,0.655,45.87,3.4,1545255,16801,87,63,4
Georgia,526,0.138814524,-0.441366166,0.616263986,0.725804985,0.00495237,0.463925153,0.775,0.806,0.804,0.717,56.04,3.830564,3717668,11740.09,56.685,72.412,4
Ghana,1534,0.438854575,0.060606085,-0.136944935,0.06181078,0.15427576,-0.096591435,0.586,0.647,0.538,0.577,71.39,2.17474,26607641,4645.818,52.748,62.064,4
Guatemala,2057,-0.366542727,-0.674156249,-0.727054179,-0.287112713,-1.093928218,-0.639010668,0.621,0.809,0.453,0.653,40.78,0.9594182,15043981,7734.118,49.311,72.596,4
Guinea,264,-1.022311449,-1.229851723,-1.174742222,-1.024412274,-1.383079529,-1.049763322,0.414,0.772,0.615,0.655,45.87,3.4,10221808,579,35,58,4
Guyana,213,0.021231102,-0.456606746,-0.102908038,-0.608322561,-0.524389088,-0.651674628,0.636,0.772,0.615,0.655,45.87,3.4,746900,5634,52,68,4
Honduras,1004.22,-0.474935979,-0.438611597,-0.728501976,-0.197600991,-1.172824979,-0.94487375,0.613,0.832,0.474,0.584,42.73,3.639624,8798524,5113.459,53.858,74.051,4
Hungary,20869,0.737192869,0.796646118,0.688397706,0.899946392,0.582987368,0.294103175,0.839,0.853,0.834,0.832,6.06,0,9893082,25284.37,69.953,75.5659,4
India,32366,0.432780147,-1.229174137,-0.160392627,-0.478094786,-0.045691311,-0.517085731,0.604,0.737,0.514,0.583,78.52,0.1339626,1280842119,4818.522,32.003,67.931,4
Indonesia,18,0.036121301,-0.519264638,-0.244258091,-0.123265877,-0.533191502,-0.660039663,0.687,0.772,0.614,0.683,50.16,0.0078475,251805314,9457.019,51.955,70.179,4
Iraq,36,-1.057192326,-2.011390448,-1.048166513,-1.129338264,-1.563913703,-1.315329313,0.687,0.772,0.615,0.655,45.87,3.4,29671605,6106,70,70,4
Jamaica,496,0.543406129,0.182374373,0.077461712,0.184492603,-0.31927675,-0.30427292,0.719,0.772,0.615,0.655,45.87,3.4,2702000,5399,55,74,4
Jordan,1399,-0.80675447,-0.606315255,0.000103879,0.16557698,0.375538468,0.065909356,0.729,0.828,0.669,0.698,9.589999,4.104632,8518992,10414.92,89.125,73.851,4
Kazakhstan,3204,-1.242598891,-0.402473897,-0.620747626,-0.375282854,-0.716203809,-0.930915296,0.791,0.764,0.802,0.808,28.57,0.0429152,17035551,23720.82,57.046,70.62,4
Kenya,1090,-0.212256938,-1.166930914,-0.476614475,-0.326215893,-0.714889407,-1.035941601,0.573,0.668,0.522,0.54,56.09,6.067957,45519986,3611.82,24.794,63.419,4
Kiribati,1,0.805797935,1.28392601,-0.772722006,-1.350589395,0.229458466,-0.026185479,0.626,0.772,0.615,0.655,45.87,3.4,102697,1655,46,68,4
Kuwait,3051,-0.657606125,0.16605559,-0.072658472,-0.073968351,0.360852838,-0.195034772,0.803,0.772,0.615,0.655,45.87,3.4,2818042,48250,100,78,4
Lebanon,1896,-0.404981285,-1.690353394,-0.299645811,-0.080781765,-0.731645644,-0.924281895,0.757,0.903,0.616,0.78,26.13,1.333389,5913016,17537.62,87.79,78.683,4
Lesotho,21,0.120267108,0.338074297,-0.456048638,-0.37577191,-0.203317836,0.279653907,0.489,0.441,0.51,0.52,50.1,11.79419,2028528,2614.143,26.101,48.663,4
Libya,1442,-0.971600056,-1.844076514,-1.32280755,-1.745176792,-1.260800362,-1.440461993,0.716,0.772,0.615,0.655,45.87,3.4,6461454,7371,79,75,4
Madagascar,328,-0.763357222,-0.65999341,-1.148323059,-0.65914011,-0.920528054,-0.763889015,0.498,0.772,0.615,0.655,45.87,3.4,21281844,1449,35,65,4
Malawi,179,-0.178754002,-0.205809802,-0.511835575,-0.679982603,-0.162497178,-0.619572818,0.456,0.614,0.45,0.344,60.15,21.1419,15839287,1393.344,15.966,59.931,4
Malaysia,27258,-0.339679241,0.051791593,1.007166266,0.567808211,0.341402948,0.333291233,0.785,0.847,0.701,0.815,21.76,-0.0362598,29468923,22855.95,72.93,75.072,4
Maldives,107,-0.459633738,0.125037372,-0.30410412,-0.457175404,-0.748006761,-0.740246713,0.702,0.772,0.615,0.655,45.87,3.4,319738,14370,100,77,4
Mali,231.6,-0.28450796,-1.722162127,-0.89917177,-0.519340336,-0.747100413,-0.792035818,0.413,0.563,0.279,0.447,82.5,10.90989,16449854,1995.159,38.398,56.578,4
Mauritania,233,-0.959419847,-1.014761448,-0.992993474,-0.67119503,-1.008838177,-0.846679747,0.533,0.772,0.615,0.655,45.87,3.4,3205060,484,41,61,4
Mauritius,520,0.928681612,0.944801748,0.920593023,0.89288491,0.966420889,0.252099127,0.777,0.772,0.615,0.655,45.87,3.4,1270000,11136,42,74,4
Mexico,51239,0.108392298,-0.714223802,0.307451427,0.418155193,-0.549149871,-0.59152025,0.756,0.845,0.652,0.785,28.45,0.0454506,118827158,18600.37,78.699,74.93,4
Moldova,288,-0.071324818,0.000808572,-0.400530994,-0.085767806,-0.36957255,-0.752406657,0.735,0.784,0.716,0.706,30.49,3.355663,2858692,9817.296,42.527,70.968,4
Mongolia,327,0.108955517,0.491320789,-0.543920457,-0.332616419,-0.362178117,-0.477977753,0.727,0.747,0.742,0.694,49.57,3.626496,2881783,10383.78,68.097,68.566,4
Morocco,6027,-0.698580146,-0.493017614,-0.077973127,-0.091055743,-0.34456414,-0.423098087,0.644,0.85,0.495,0.636,50.41,1.906299,33715705,6828.223,59.7,75.227,4
Mozambique,298,-0.256315291,-0.22696647,-0.636804581,-0.41751945,-0.81991297,-0.602598667,0.417,0.538,0.364,0.371,84.59,13.67189,25560752,1165.408,33.36,54.949,4
Myanmar,1118,-1.46162653,-1.140372396,-1.51170814,-1.500042915,-1.243450284,-1.006056309,0.543,0.691,0.427,0.542,63.41,6.986377,51852464,3753.321,29.457,64.921,4
Namibia,212,0.400293291,0.958809972,0.273176253,0.164272174,0.318986148,0.30405581,0.624,0.623,0.562,0.693,32.94,2.173166,2233506,9990.746,44.756,60.513,4
Nepal,75,-0.528574824,-1.129146099,-0.929921746,-0.858153939,-0.718928397,-0.688907444,0.568,0.751,0.492,0.497,79.37,3.914364,26916795,3033.781,17.815,68.806,4
Nicaragua,400,-0.457648277,-0.249215871,-0.816622496,-0.308052003,-0.674381673,-0.738182664,0.639,0.818,0.536,0.594,41.43,4.745051,6062462,5263.485,57.505,73.197,4
Niger,144,-0.306289643,-1.321799397,-0.735528409,-0.582843363,-0.666100204,-0.61886847,0.337,0.772,0.615,0.655,45.87,3.4,15400000,900,20,61,4
Nigeria,4455,-0.693028212,-2.088478327,-0.999358833,-0.681769371,-1.120073915,-1.226869226,0.519,0.496,0.475,0.592,81.65,0.5203328,171765819,5329.122,46.118,52.228,4
North Macedonia,818,-0.057545617,-0.416076392,-0.173673421,0.247319892,-0.230700821,-0.056259628,0.751,0.849,0.673,0.742,23.43,1.862916,2075739,11877.77,57.189,75.171,4
Oman,2141,-1.03864193,0.459530205,0.211261153,0.471201926,0.486907274,0.152669773,0.702,0.772,0.615,0.655,45.87,3.4,2845000,4356,77,76,4
Pakistan,3500,-0.799480617,-2.603302002,-0.792022288,-0.70500499,-0.855993092,-0.962642074,0.523,0.71,0.356,0.567,58.93,0.9643921,191260799,4069.268,35.613,66.117,4
Panama,848,0.424271792,-0.141260922,0.324755341,0.447597444,-0.253400028,-0.380920947,0.768,0.772,0.615,0.655,45.87,3.4,3367000,11625,79,77,4
Papua New Guinea,740,-0.004463061,-0.520246863,-0.661370575,-0.522182047,-0.942069948,-0.959146857,0.466,0.772,0.615,0.655,45.87,3.4,6187591,2518,13,71,4
Paraguay,642,-0.104938999,-0.735861599,-0.888060868,-0.24729614,-0.766909003,-1.04777801,0.712,0.82,0.624,0.707,38.21,0.3522252,6510273,11209.13,60.197,73.274,4
Peru,4586,0.084785014,-0.80573976,-0.150920063,0.406301677,-0.574129939,-0.460638314,0.75,0.85,0.697,0.712,49.82,0.1905873,29773986,11724,76.989,75.258,4
Philippines,10207,0.006347129,-1.084253192,0.21185942,0.023147568,-0.468730181,-0.37990436,0.691,0.774,0.655,0.651,38.64,0.0605318,98871558,6666.25,45.903,70.315,4
Poland,48548,0.998138905,0.973354995,0.658575594,1.05261457,0.839548349,0.645880938,0.856,0.881,0.853,0.835,17.63,0,38040196,25759.34,60.529,77,4
Qatar,2684,-0.978366435,1.212546468,1.052301526,0.741280317,0.95217073,1.103670835,0.842,0.916,0.651,1,0.19,0,2336579,95499.91,98.785,79.527,4
Romania,12864,0.311523497,0.179133072,0.136252075,0.634414732,0.190192178,-0.300762177,0.808,0.847,0.767,0.813,31.55,0,19983693,22197.04,53.937,75.0634,4
Russian Federation,37957,-1.022177219,-0.73609364,-0.449865073,-0.357476294,-0.82155776,-1.020386815,0.802,0.777,0.794,0.837,5.96,0,143506995,26332.4,73.863,70.5788,4
Rwanda,66,-1.21110332,-0.110951617,-0.018382927,-0.030156894,-0.146716297,0.625127435,0.515,0.711,0.451,0.427,71.16,14.13738,10811538,1718.936,16.947,66.219,4
Samoa,22,0.40244168,0.98900789,0.066229604,-0.272673458,0.753769517,0.180733934,0.702,0.772,0.615,0.655,45.87,3.4,187820,5679,87,73,4
Saudi Arabia,13966,-1.876408696,-0.431784123,0.070713468,0.07968884,0.152995586,-0.027216319,0.836,0.772,0.615,0.655,45.87,3.4,27362214,24033,84,75,4
Senegal,886,0.060057394,-0.060722835,-0.428277671,-0.073225945,-0.236131489,-0.188867226,0.494,0.707,0.342,0.499,67.78,5.347866,13782429,2777.112,45.019,65.939,4
Seychelles,101,0.020099284,0.825588942,0.549897611,-0.110132016,0.167196572,0.600916207,0.782,0.772,0.615,0.655,45.87,3.4,86000,16214,56,74,4
Sierra Leone,81.6,-0.342591554,-0.174718276,-1.224215031,-0.720584512,-0.867795408,-0.91197145,0.433,0.488,0.372,0.448,85.91,9.176984,6863975,1953.088,40.036,51.731,4
Solomon Islands,10,0.001520941,0.300382704,-0.833914042,-1.110217571,-0.512893558,-0.400275111,0.515,0.772,0.615,0.655,45.87,3.4,515870,1902,18,71,4
South Africa,9057,0.600703418,-0.046294536,0.308263749,0.380482465,0.13549374,-0.137831539,0.685,0.632,0.695,0.73,9.530001,0.3626227,53687125,12852.78,63.793,61.099,4
Sri Lanka,1368,-0.594175637,-0.612895429,-0.158950359,-0.166235015,-0.265588671,-0.220829561,0.769,0.861,0.747,0.707,41.27,0.5555897,20585000,10990.07,18.198,75.974,4
Suriname,146,0.357050955,0.132779226,-0.017958643,-0.44600299,-0.048841041,-0.282051057,0.746,0.772,0.615,0.655,45.87,3.4,524000,1683,71,71,4
Tanzania,640,-0.203786582,-0.162120849,-0.713573635,-0.353273869,-0.477214456,-0.780951321,0.497,0.637,0.415,0.465,84.57,7.633698,48483132,2205.951,30.196,61.398,4
Thailand,26333,-0.42992577,-1.311682701,0.173174858,0.130639657,-0.139015213,-0.372476399,0.734,0.852,0.615,0.755,52.67,0.007317,68144519,15767.36,46.193,75.378,4
Timor-Leste,18,0.091121651,-0.384680241,-1.246225476,-0.991481781,-1.212670445,-0.693943501,0.63,0.738,0.501,0.677,68.49,6.227964,1153288,3182.525,28.779,67.953,4
Togo,731,-0.904471815,-0.35371083,-1.294747949,-0.940925956,-0.984186471,-1.034691691,0.483,0.772,0.615,0.655,45.87,3.4,6191155,1438,39,56,4
Tonga,10,0.458545208,0.935446382,-0.385724336,-0.655830562,0.0174511,-0.259107977,0.717,0.772,0.615,0.655,45.87,3.4,104000,5429,24,73,4
Trinidad and Tobago,1311,0.482290119,0.093686096,0.416589499,0.210611492,-0.204375163,-0.252770156,0.783,0.809,0.7,0.848,16.2,0,1353708,29247.01,53.53,72.582,4
